episode,bank_index,bank_batch_index,bank_batch_member,name,sampling_mode,profile,tau_actual,log10_lambda1,scale_bin,lambda1,gamma,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,q_label_energy_frac,base_krr_mse,mse,mse_ratio,krr_input_mse,krr_input_ratio,model_vs_input_krr,pred_drift,krr_drift
47,47,47,0,y,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,"[-1,0)",0.8824166705067332,,47,40,27,27,47,27,47,0.03804021622690486,7.918521663867283e-27,1.0,0.5794932258494795,0.14130505911890195,0.21419601761325913,1.5158411096450741,0.14130505911890195,1.0,0.7344532617923677,0.0,0.0
47,47,47,0,y_Q,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,"[-1,0)",0.8824166705067332,,47,40,27,27,47,27,47,0.03804021622690486,7.918521663867283e-27,1.0,0.5794932258494795,0.14130505911890195,0.17664907747953998,1.2501256400940153,0.13977174609057438,0.9891489162674822,0.1924136028152849,0.09571476355757952,0.0392079991870236
47,47,47,0,y_perp,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,"[-1,0)",0.8824166705067332,,47,40,27,27,47,27,47,0.03804021622690486,7.918521663867283e-27,1.0,0.5794932258494795,0.14130505911890195,4.570709086582346,32.34639378860665,4.91711485372953,34.79786841596376,0.010655338291028682,0.9523676742092343,0.999231070773717
48,48,48,0,y,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,"[-1,0)",0.2097315071269317,,47,40,28,28,47,28,47,0.037109563475972066,7.095488390815366e-28,1.0,0.6046769600581647,0.21917810761536183,0.2451807240222438,1.1186369235950986,0.21917810761536183,1.0,0.1890761657802949,0.0,0.0
48,48,48,0,y_Q,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,"[-1,0)",0.2097315071269317,,47,40,28,28,47,28,47,0.037109563475972066,7.095488390815366e-28,1.0,0.6046769600581647,0.21917810761536183,0.24253695050288684,1.1065747083121902,0.2305109489692673,1.0517060826795421,0.0679969105221007,0.07737206894457113,0.05472613304569788
48,48,48,0,y_perp,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,"[-1,0)",0.2097315071269317,,47,40,28,28,47,28,47,0.037109563475972066,7.095488390815366e-28,1.0,0.6046769600581647,0.21917810761536183,4.4063843613082545,20.104126316489005,4.263490599696422,19.452173604758332,0.006402973654258638,1.0112465073601682,0.9985014022833024
49,49,49,0,y,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,"[0,1)",6.794134304330301,,47,40,22,22,47,22,47,0.037504751587204656,1.708946062493212e-24,1.0,0.6041272396066044,0.09364278606374152,0.2634027977771892,2.8128466574872526,0.09364278606374152,1.0,1.1472569212095043,0.0,0.0
49,49,49,0,y_Q,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,"[0,1)",6.794134304330301,,47,40,22,22,47,22,47,0.037504751587204656,1.708946062493212e-24,1.0,0.6041272396066044,0.09364278606374152,0.23041093849018335,2.460530577692823,0.10228740119249513,1.092314800660345,0.8250845204034066,0.014134706254206935,0.006556491066692494
49,49,49,0,y_perp,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,"[0,1)",6.794134304330301,,47,40,22,22,47,22,47,0.037504751587204656,1.708946062493212e-24,1.0,0.6041272396066044,0.09364278606374152,46.976995709386316,501.66166219584323,46.632736129888094,497.98535573413795,0.0003468601155723202,1.0029051150116444,0.999978505981445
50,50,50,0,y,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,"[0,1)",3.383569767919678,,47,40,16,16,47,16,47,0.04909437999639416,2.519490780856154e-25,1.0,0.2451638319536683,0.03594687953809507,0.04689043382602316,1.3044368364806338,0.03594687953809507,1.0,0.40474169884683164,0.0,0.0
50,50,50,0,y_Q,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,"[0,1)",3.383569767919678,,47,40,16,16,47,16,47,0.04909437999639416,2.519490780856154e-25,1.0,0.2451638319536683,0.03594687953809507,0.04508534644442849,1.2542214240501415,0.03415062268844726,0.9500302426043906,0.2560682281564637,0.03038953918988014,0.012477511870141025
50,50,50,0,y_perp,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,"[0,1)",3.383569767919678,,47,40,16,16,47,16,47,0.04909437999639416,2.519490780856154e-25,1.0,0.2451638319536683,0.03594687953809507,9.197137477754897,255.8535704888692,9.115168979516037,253.57330306949575,0.000667508595062014,1.0037964730786038,0.9999221528186317
51,51,51,0,y,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,"[-2,-1)",0.07442257589066555,,47,40,30,30,47,30,47,0.049334217486433206,1.9136925443063428e-28,1.0,0.6203994103621864,0.16317562152713777,0.3015463288552627,1.8479863967002723,0.16317562152713777,1.0,0.41498705145049886,0.0,0.0
51,51,51,0,y_Q,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,"[-2,-1)",0.07442257589066555,,47,40,30,30,47,30,47,0.049334217486433206,1.9136925443063428e-28,1.0,0.6203994103621864,0.16317562152713777,0.24958299025224936,1.5295360171846575,0.177619726752521,1.0885187694718297,0.1883930489803451,0.1187950001472464,0.08327857966918435
51,51,51,0,y_perp,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,"[-2,-1)",0.07442257589066555,,47,40,30,30,47,30,47,0.049334217486433206,1.9136925443063428e-28,1.0,0.6203994103621864,0.16317562152713777,1.7125626427052185,10.495211396638695,1.606212321909993,9.843457661614382,0.007997415856071895,1.006138639714678,0.9965263058083449
52,52,52,0,y,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,"[-2,-1)",0.015020637772319509,,47,40,18,18,47,18,47,0.048248490589879275,1.2212931001631824e-29,1.0,0.4243119466797393,0.04734330416049391,0.04586284395680752,0.9687292589746667,0.04734330416049391,1.0,0.21055850065673276,0.0,0.0
52,52,52,0,y_Q,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,"[-2,-1)",0.015020637772319509,,47,40,18,18,47,18,47,0.048248490589879275,1.2212931001631824e-29,1.0,0.4243119466797393,0.04734330416049391,0.05315724967420297,1.1228039659842872,0.05073571694425986,1.0716555982714189,0.011859147924678346,0.5639983413717699,0.3128748577425361
52,52,52,0,y_perp,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,"[-2,-1)",0.015020637772319509,,47,40,18,18,47,18,47,0.048248490589879275,1.2212931001631824e-29,1.0,0.4243119466797393,0.04734330416049391,0.09012842118323718,1.9037205531261954,0.08848402963106806,1.8689872031556352,0.026782850541754482,0.9167192494338536,0.9497943584749118
53,53,53,0,y,fixed_target_rich,minimal_smooth,15.730887413024902,0.5993557572364807,"[0,1)",3.9751704671837924,,47,40,24,24,47,24,47,0.04251519831357929,3.4840944264331443e-25,1.0,0.4828363056423291,0.09662100298646277,0.17404090211127327,1.8012740163301506,0.09662100298646277,1.0,0.5693162579784846,0.0,0.0
53,53,53,0,y_Q,fixed_target_rich,minimal_smooth,15.730887413024902,0.5993557572364807,"[0,1)",3.9751704671837924,,47,40,24,24,47,24,47,0.04251519831357929,3.4840944264331443e-25,1.0,0.4828363056423291,0.09662100298646277,0.15667490955407384,1.6215409146189987,0.10310394130418872,1.0670965744232055,0.4305380213328151,0.02883317476063854,0.025803959954457868
53,53,53,0,y_perp,fixed_target_rich,minimal_smooth,15.730887413024902,0.5993557572364807,"[0,1)",3.9751704671837924,,47,40,24,24,47,24,47,0.04251519831357929,3.4840944264331443e-25,1.0,0.4828363056423291,0.09662100298646277,6.941602142011732,71.84361502627225,6.765183429602681,70.01773134719505,0.0016199077527585145,1.0104156596631189,0.999667022388235
54,54,54,0,y,fixed_target_rich,minimal_smooth,14.296924591064453,-1.056814968585968,"[-2,-1)",0.08773745474558618,,47,40,32,32,47,32,47,0.0384592111337003,2.8119661968503993e-28,1.0,0.5954353632808157,0.1684914116060892,0.23558686356264585,1.3982128900042516,0.1684914116060892,1.0,0.16706953574619535,0.0,0.0
54,54,54,0,y_Q,fixed_target_rich,minimal_smooth,14.296924591064453,-1.056814968585968,"[-2,-1)",0.08773745474558618,,47,40,32,32,47,32,47,0.0384592111337003,2.8119661968503993e-28,1.0,0.5954353632808157,0.1684914116060892,0.21163304155965337,1.2560464627979,0.17913248115357358,1.063154967045809,0.1082823967481377,0.11325038077393196,0.06770034136574633
54,54,54,0,y_perp,fixed_target_rich,minimal_smooth,14.296924591064453,-1.056814968585968,"[-2,-1)",0.08773745474558618,,47,40,32,32,47,32,47,0.0384592111337003,2.8119661968503993e-28,1.0,0.5954353632808157,0.1684914116060892,2.023722290427306,12.010833496715566,1.993718579384392,11.832760853386667,0.006621069479174422,0.9957851048237903,0.9977056999830817
55,55,55,0,y,fixed_target_rich,minimal_smooth,8.2262601852417,0.47834593057632446,"[0,1)",3.0084717002600927,,47,40,15,15,45,15,45,0.04711865107077926,0.0015976542047861024,1.0,0.2155865659805905,0.01840162825228879,0.020596600250549706,1.119281400980802,0.01840162825228879,1.0,0.09608358665905053,0.0,0.0
55,55,55,0,y_Q,fixed_target_rich,minimal_smooth,8.2262601852417,0.47834593057632446,"[0,1)",3.0084717002600927,,47,40,15,15,45,15,45,0.04711865107077926,0.0015976542047861024,1.0,0.2155865659805905,0.01840162825228879,0.015769249695384024,0.8569486068942105,0.01702582908863956,0.9252349224325783,0.1064295821783215,0.03936635479236046,0.030999332451604817
55,55,55,0,y_perp,fixed_target_rich,minimal_smooth,8.2262601852417,0.47834593057632446,"[0,1)",3.0084717002600927,,47,40,15,15,45,15,45,0.04711865107077926,0.0015976542047861024,1.0,0.2155865659805905,0.01840162825228879,1.6551226183599899,89.94435686168838,1.6814215704764006,91.37352126800333,0.0007069299605052592,0.9892665064544329,0.9969430553995544
56,56,56,0,y,fixed_target_rich,minimal_step,7.791069984436035,0.2778779864311218,"[0,1)",1.896173122931708,,47,40,22,22,47,22,47,0.04746628784466235,8.090119218395283e-25,1.0,0.43521930438586837,0.11114726597844693,0.16028856366076571,1.4421278134888895,0.11114726597844693,1.0,0.26150692550436355,0.0,0.0
56,56,56,0,y_Q,fixed_target_rich,minimal_step,7.791069984436035,0.2778779864311218,"[0,1)",1.896173122931708,,47,40,22,22,47,22,47,0.04746628784466235,8.090119218395283e-25,1.0,0.43521930438586837,0.11114726597844693,0.13188048826968501,1.1865383022130167,0.11414002291974837,1.026926050901529,0.15379878684060624,0.01689393023930882,0.014564534057755008
56,56,56,0,y_perp,fixed_target_rich,minimal_step,7.791069984436035,0.2778779864311218,"[0,1)",1.896173122931708,,47,40,22,22,47,22,47,0.04746628784466235,8.090119218395283e-25,1.0,0.43521930438586837,0.11114726597844693,24.81962116281164,223.30392875002903,24.879140383565876,223.83942748884442,0.00030349881012989316,0.9981955205567088,0.9998939315485582
57,57,57,0,y,fixed_target_rich,minimal_step,1.094174861907959,0.6913279891014099,"[0,1)",4.912787610137434,,47,40,6,8,27,8,27,0.049727734546866645,0.03423277441026674,1.0,0.3387403089335306,0.018191355406350595,0.01943486520446009,1.0683571823172333,0.018191355406350595,1.0,0.26510288588017117,0.0,0.0
57,57,57,0,y_Q,fixed_target_rich,minimal_step,1.094174861907959,0.6913279891014099,"[0,1)",4.912787610137434,,47,40,6,8,27,8,27,0.049727734546866645,0.03423277441026674,1.0,0.3387403089335306,0.018191355406350595,0.018120930472123476,0.9961286593190009,0.01811348059844934,0.9957191310838736,0.23845789039452792,0.01864009882923723,0.009801430252241727
57,57,57,0,y_perp,fixed_target_rich,minimal_step,1.094174861907959,0.6913279891014099,"[0,1)",4.912787610137434,,47,40,6,8,27,8,27,0.049727734546866645,0.03423277441026674,1.0,0.3387403089335306,0.018191355406350595,2.185168745889542,120.12127172924677,2.243758856684779,123.34203837837633,0.00034499185405592847,0.9895231433537097,1.0018867212818574
58,58,58,0,y,fixed_target_rich,minimal_step,1.9772999286651611,-1.467396080493927,"[-2,-1)",0.0340881882454089,,47,40,16,16,47,16,47,0.046335625926885546,9.024768982028343e-29,1.0,0.4490929532914517,0.05811427814825008,0.05774081621041098,0.9935736629665021,0.05811427814825008,1.0,0.10079429086754808,0.0,0.0
58,58,58,0,y_Q,fixed_target_rich,minimal_step,1.9772999286651611,-1.467396080493927,"[-2,-1)",0.0340881882454089,,47,40,16,16,47,16,47,0.046335625926885546,9.024768982028343e-29,1.0,0.4490929532914517,0.05811427814825008,0.06993992306076953,1.203489491555795,0.06603463580730073,1.1362893579929831,0.04967635674717394,0.15236366779901087,0.12391745026378888
58,58,58,0,y_perp,fixed_target_rich,minimal_step,1.9772999286651611,-1.467396080493927,"[-2,-1)",0.0340881882454089,,47,40,16,16,47,16,47,0.046335625926885546,9.024768982028343e-29,1.0,0.4490929532914517,0.05811427814825008,0.28984598280760265,4.987517560971897,0.2940209010128183,5.0593573624500365,0.0057156849405593626,0.985716416008413,0.9922925302144758
59,59,59,0,y,fixed_target_rich,minimal_step,3.211832284927368,-1.2661542296409607,"[-2,-1)",0.054180844549390164,,47,40,9,9,47,9,47,0.008215337432524228,3.6554150817648395e-28,1.0,0.01113616647535536,0.048075566816680494,0.05016496915722779,1.043460794721662,0.048075566816680494,1.0,0.0382908247251823,0.0,0.0
59,59,59,0,y_Q,fixed_target_rich,minimal_step,3.211832284927368,-1.2661542296409607,"[-2,-1)",0.054180844549390164,,47,40,9,9,47,9,47,0.008215337432524228,3.6554150817648395e-28,1.0,0.01113616647535536,0.048075566816680494,0.04866275526404832,1.0122138642609637,0.04823782268909323,1.0033750173561435,0.008918047768758345,0.36416616541464353,0.08523505137624111
59,59,59,0,y_perp,fixed_target_rich,minimal_step,3.211832284927368,-1.2661542296409607,"[-2,-1)",0.054180844549390164,,47,40,9,9,47,9,47,0.008215337432524228,3.6554150817648395e-28,1.0,0.01113616647535536,0.048075566816680494,0.07260976541523483,1.5103257272474184,0.07261052779320411,1.5103415851565345,0.01950102680505801,0.937421914155348,0.9963608713786333
60,60,60,0,y,fixed_target_rich,minimal_step,11.263019561767578,-0.5767524838447571,"[-1,0)",0.2650010020590319,,47,40,28,28,47,28,47,0.03925494576750113,2.585857671911312e-27,1.0,0.5056794665474771,0.08043668812011576,0.08816114511132815,1.0960315146202626,0.08043668812011576,1.0,0.2780507457759525,0.0,0.0
60,60,60,0,y_Q,fixed_target_rich,minimal_step,11.263019561767578,-0.5767524838447571,"[-1,0)",0.2650010020590319,,47,40,28,28,47,28,47,0.03925494576750113,2.585857671911312e-27,1.0,0.5056794665474771,0.08043668812011576,0.09315461957116329,1.1581110777715748,0.08996778427677263,1.118491901884674,0.1416360102127727,0.09942646864620461,0.06260578184638603
60,60,60,0,y_perp,fixed_target_rich,minimal_step,11.263019561767578,-0.5767524838447571,"[-1,0)",0.2650010020590319,,47,40,28,28,47,28,47,0.03925494576750113,2.585857671911312e-27,1.0,0.5056794665474771,0.08043668812011576,2.4893759464660663,30.94826508456803,2.53315159037082,31.492489926836317,0.004397361150510673,0.9851751603754383,0.9980383339727938
61,61,61,0,y,fixed_target_rich,minimal_smooth,9.826016426086426,0.8597673177719116,"[0,1)",7.240479325205758,,47,40,16,34,34,,34,0.07117849152273764,0.07117849152273764,0.0,0.7589827813734874,0.09515042939410578,0.10611807292710393,1.1152663587840577,0.09515042939410578,1.0,0.16572299607170146,0.0,0.0
61,61,61,0,y_Q,fixed_target_rich,minimal_smooth,9.826016426086426,0.8597673177719116,"[0,1)",7.240479325205758,,47,40,16,34,34,,34,0.07117849152273764,0.07117849152273764,0.0,0.7589827813734874,0.09515042939410578,0.10504757835874186,1.1040158097830841,0.0942992159330873,0.9910540239656426,0.21012161239376154,0.011024813410878085,0.014836100161198832
61,61,61,0,y_perp,fixed_target_rich,minimal_smooth,9.826016426086426,0.8597673177719116,"[0,1)",7.240479325205758,,47,40,16,34,34,,34,0.07117849152273764,0.07117849152273764,0.0,0.7589827813734874,0.09515042939410578,9.318284570119365,97.93213366934735,9.425823184664292,99.06232945752936,0.00035941872817162545,0.9947002315108745,1.0006019766301506
62,62,62,0,y,fixed_target_rich,minimal_step,11.18610954284668,0.8583561182022095,"[0,1)",7.216990243795403,,47,40,30,30,47,30,46,0.04871138919235085,5.332132863237758e-25,1.0,0.7190109001509403,0.13289662414754563,0.309867405579151,2.3316424142958465,0.13289662414754563,1.0,0.7785675976736152,0.0,0.0
62,62,62,0,y_Q,fixed_target_rich,minimal_step,11.18610954284668,0.8583561182022095,"[0,1)",7.216990243795403,,47,40,30,30,47,30,46,0.04871138919235085,5.332132863237758e-25,1.0,0.7190109001509403,0.13289662414754563,0.2619136685173634,1.9708075370415683,0.14526705754191718,1.0930831273835635,0.46580731303265793,0.028888904151086966,0.019217660276833116
62,62,62,0,y_perp,fixed_target_rich,minimal_step,11.18610954284668,0.8583561182022095,"[0,1)",7.216990243795403,,47,40,30,30,47,30,46,0.04871138919235085,5.332132863237758e-25,1.0,0.7190109001509403,0.13289662414754563,19.92726311325537,149.94559298309605,19.511623292667274,146.8180506301267,0.0005859762327200934,1.009423180787868,0.999815323714028
63,63,63,0,y,fixed_target_rich,minimal_smooth,4.292088031768799,-1.234661340713501,"[-2,-1)",0.0582557314128522,,47,40,23,23,47,23,47,0.04140371262358345,2.0081798352579186e-28,1.0,0.5849963754547567,0.10654476948004735,0.1051311381860787,0.9867320441832352,0.10654476948004735,1.0,0.03541048996390268,0.0,0.0
63,63,63,0,y_Q,fixed_target_rich,minimal_smooth,4.292088031768799,-1.234661340713501,"[-2,-1)",0.0582557314128522,,47,40,23,23,47,23,47,0.04140371262358345,2.0081798352579186e-28,1.0,0.5849963754547567,0.10654476948004735,0.10573076340070493,0.9923599620768352,0.1114917631425584,1.0464311264330763,0.025909240245382405,0.1209119372910819,0.09235280193885412
63,63,63,0,y_perp,fixed_target_rich,minimal_smooth,4.292088031768799,-1.234661340713501,"[-2,-1)",0.0582557314128522,,47,40,23,23,47,23,47,0.04140371262358345,2.0081798352579186e-28,1.0,0.5849963754547567,0.10654476948004735,0.5295584036080481,4.970290012286512,0.5369174996517,5.039360470456963,0.0027667260864354375,0.9858704423025553,0.9957263479358162
64,64,64,0,y,fixed_target_rich,minimal_step,11.035393714904785,0.17718124389648438,"[0,1)",1.5037694024812527,,47,40,27,27,47,27,47,0.04372797015626532,1.1898723332226827e-25,1.0,0.503313081383471,0.12550304865686834,0.1289703244071223,1.0276270241030852,0.12550304865686834,1.0,0.4779617668248125,0.0,0.0
64,64,64,0,y_Q,fixed_target_rich,minimal_step,11.035393714904785,0.17718124389648438,"[0,1)",1.5037694024812527,,47,40,27,27,47,27,47,0.04372797015626532,1.1898723332226827e-25,1.0,0.503313081383471,0.12550304865686834,0.12555807618973347,1.0004384557463266,0.12542958882334293,0.9994146768997918,0.31118345321955665,0.06119747258794226,0.03154018383676921
64,64,64,0,y_perp,fixed_target_rich,minimal_step,11.035393714904785,0.17718124389648438,"[0,1)",1.5037694024812527,,47,40,27,27,47,27,47,0.04372797015626532,1.1898723332226827e-25,1.0,0.503313081383471,0.12550304865686834,9.486680255165794,75.58924151000392,9.461177812928865,75.3860397351478,0.0034774662966980544,0.9996476377218836,0.999502484640963
65,65,65,0,y,fixed_target_rich,minimal_smooth,14.636396408081055,-0.7766546607017517,"[-1,0)",0.16724199491041813,,47,40,31,31,47,31,47,0.04080706313552023,5.341323755418303e-28,1.0,0.7388216879035325,0.24133690258653934,0.19516615702677734,0.8086875854254989,0.24133690258653934,1.0,0.14710624919228799,0.0,0.0
65,65,65,0,y_Q,fixed_target_rich,minimal_smooth,14.636396408081055,-0.7766546607017517,"[-1,0)",0.16724199491041813,,47,40,31,31,47,31,47,0.04080706313552023,5.341323755418303e-28,1.0,0.7388216879035325,0.24133690258653934,0.23022277375902336,0.9539476610978272,0.2558820696143031,1.0602691377567013,0.0761079511252794,0.08566319365317084,0.07302826217589864
65,65,65,0,y_perp,fixed_target_rich,minimal_smooth,14.636396408081055,-0.7766546607017517,"[-1,0)",0.16724199491041813,,47,40,31,31,47,31,47,0.04080706313552023,5.341323755418303e-28,1.0,0.7388216879035325,0.24133690258653934,3.6619069574351557,15.173423202951971,3.683263655522434,15.261916499494633,0.003106896734091209,0.9956862310577684,0.9973298716690454
66,66,66,0,y,fixed_target_rich,minimal_smooth,13.634660720825195,-1.0479577779769897,"[-2,-1)",0.08954518169652176,,47,40,32,32,47,32,47,0.03894211134234747,3.1628858272828036e-28,1.0,0.8273078289749395,0.4436500588869553,0.4482612235321284,1.010393697809354,0.4436500588869553,1.0,0.055531628192761535,0.0,0.0
66,66,66,0,y_Q,fixed_target_rich,minimal_smooth,13.634660720825195,-1.0479577779769897,"[-2,-1)",0.08954518169652176,,47,40,32,32,47,32,47,0.03894211134234747,3.1628858272828036e-28,1.0,0.8273078289749395,0.4436500588869553,0.45105311756063377,1.0166867072941488,0.43401287499099983,0.9782775101616495,0.05557631661323168,0.06575242655619705,0.05258510050860259
66,66,66,0,y_perp,fixed_target_rich,minimal_smooth,13.634660720825195,-1.0479577779769897,"[-2,-1)",0.08954518169652176,,47,40,32,32,47,32,47,0.03894211134234747,3.1628858272828036e-28,1.0,0.8273078289749395,0.4436500588869553,1.8031929538557385,4.064448809901326,1.8126027823974329,4.085658834228386,0.0011460805414801585,0.9949226808186116,0.9986164464919857
67,67,67,0,y,fixed_target_rich,minimal_smooth,5.24593448638916,-1.2748469114303589,"[-2,-1)",0.05310716136966629,,47,40,24,24,47,24,47,0.04885185448254381,7.603237068385322e-29,1.0,0.4232573254986975,0.12778351116854786,0.10111068565139816,0.7912655140461123,0.12778351116854786,1.0,0.15815997871552404,0.0,0.0
67,67,67,0,y_Q,fixed_target_rich,minimal_smooth,5.24593448638916,-1.2748469114303589,"[-2,-1)",0.05310716136966629,,47,40,24,24,47,24,47,0.04885185448254381,7.603237068385322e-29,1.0,0.4232573254986975,0.12778351116854786,0.12063494328394389,0.9440571962749175,0.12438142021531942,0.9733761349792538,0.04429447250670209,0.16379054584731287,0.1325555276341574
67,67,67,0,y_perp,fixed_target_rich,minimal_smooth,5.24593448638916,-1.2748469114303589,"[-2,-1)",0.05310716136966629,,47,40,24,24,47,24,47,0.04885185448254381,7.603237068385322e-29,1.0,0.4232573254986975,0.12778351116854786,0.8859549653585589,6.933249503450993,0.8588631788321914,6.721236339321913,0.01606150603101071,1.0223514512840204,0.9911755808600511
68,68,68,0,y,fixed_target_rich,minimal_smooth,4.774969577789307,-1.7322003841400146,"[-2,-1)",0.018526765983511686,,47,40,27,27,47,27,47,0.04973375006463017,4.477160974696389e-29,1.0,0.6237562102693728,0.19035580580887673,0.18510706813408703,0.9724267003441986,0.19035580580887673,1.0,0.023234403345660785,0.0,0.0
68,68,68,0,y_Q,fixed_target_rich,minimal_smooth,4.774969577789307,-1.7322003841400146,"[-2,-1)",0.018526765983511686,,47,40,27,27,47,27,47,0.04973375006463017,4.477160974696389e-29,1.0,0.6237562102693728,0.19035580580887673,0.18851969134407343,0.9903543027910227,0.19444416537523737,1.0214774618981965,0.018630046672757725,0.1525439791228243,0.129901444099883
68,68,68,0,y_perp,fixed_target_rich,minimal_smooth,4.774969577789307,-1.7322003841400146,"[-2,-1)",0.018526765983511686,,47,40,27,27,47,27,47,0.04973375006463017,4.477160974696389e-29,1.0,0.6237562102693728,0.19035580580887673,0.5673312555166149,2.9803727451645656,0.5661682181519418,2.9742629374824148,0.004464998587992209,0.9890755012905029,0.9915269107897262
69,69,69,0,y,fixed_target_rich,minimal_step,9.352572441101074,0.531308114528656,"[0,1)",3.3986630860192504,,47,40,30,30,47,30,47,0.03807439112523333,5.696542228259972e-26,1.0,0.6935022960244994,0.2324011647535394,0.2563080702731497,1.1028691295285182,0.2324011647535394,1.0,0.18796334213186092,0.0,0.0
69,69,69,0,y_Q,fixed_target_rich,minimal_step,9.352572441101074,0.531308114528656,"[0,1)",3.3986630860192504,,47,40,30,30,47,30,47,0.03807439112523333,5.696542228259972e-26,1.0,0.6935022960244994,0.2324011647535394,0.2949711445911959,1.2692326430636083,0.26332127834249835,1.133046293557735,0.12104623195196218,0.14134589165694164,0.10080109577463818
69,69,69,0,y_perp,fixed_target_rich,minimal_step,9.352572441101074,0.531308114528656,"[0,1)",3.3986630860192504,,47,40,30,30,47,30,47,0.03807439112523333,5.696542228259972e-26,1.0,0.6935022960244994,0.2324011647535394,1.9153046784021175,8.241372974327781,1.9881649606984346,8.554883805366796,0.018899243554785155,0.9651513051463021,0.9949065981741089
70,70,70,0,y,fixed_target_rich,minimal_step,0.35973113775253296,-1.5879703164100647,"[-2,-1)",0.025824366915466725,,47,40,9,9,47,9,47,0.04629620071777291,2.1956169203930162e-29,1.0,0.2050095720797042,0.013609625874383996,0.020445167998793944,1.5022579009519863,0.013609625874383996,1.0,0.5819377900591236,0.0,0.0
70,70,70,0,y_Q,fixed_target_rich,minimal_step,0.35973113775253296,-1.5879703164100647,"[-2,-1)",0.025824366915466725,,47,40,9,9,47,9,47,0.04629620071777291,2.1956169203930162e-29,1.0,0.2050095720797042,0.013609625874383996,0.013295774264361616,0.9769389979622356,0.013283675444306642,0.9760500080541628,0.05812681714660772,0.724087463515302,0.13767303085135976
70,70,70,0,y_perp,fixed_target_rich,minimal_step,0.35973113775253296,-1.5879703164100647,"[-2,-1)",0.025824366915466725,,47,40,9,9,47,9,47,0.04629620071777291,2.1956169203930162e-29,1.0,0.2050095720797042,0.013609625874383996,0.041432196999551106,3.044330342506673,0.04012204555445562,2.9480638134199735,0.038387593495175794,0.9397719025540188,0.9904777314882734
71,71,71,0,y,fixed_target_rich,minimal_smooth,5.493785381317139,-0.26774126291275024,"[-1,0)",0.5398321393726191,,47,40,14,14,47,14,47,0.04427938374574931,3.9484972135669105e-27,1.0,0.20426685516351276,0.0530325303942711,0.07273597598744486,1.371535083215683,0.0530325303942711,1.0,0.2400039041302615,0.0,0.0
71,71,71,0,y_Q,fixed_target_rich,minimal_smooth,5.493785381317139,-0.26774126291275024,"[-1,0)",0.5398321393726191,,47,40,14,14,47,14,47,0.04427938374574931,3.9484972135669105e-27,1.0,0.20426685516351276,0.0530325303942711,0.05945530678671455,1.1211101251381599,0.052206302334597776,0.9844203538181052,0.07729141666045168,0.05534114697931334,0.0168411579884824
71,71,71,0,y_perp,fixed_target_rich,minimal_smooth,5.493785381317139,-0.26774126291275024,"[-1,0)",0.5398321393726191,,47,40,14,14,47,14,47,0.04427938374574931,3.9484972135669105e-27,1.0,0.20426685516351276,0.0530325303942711,1.6476982321403226,31.069575973284447,1.610804642074092,30.37389749458572,0.003797213662186708,1.0051550853411835,0.9998581776418782
72,72,72,0,y,fixed_target_rich,minimal_step,0.8637598156929016,-1.9280597567558289,"[-2,-1)",0.011801582405885849,,47,40,14,14,47,14,47,0.04884614945467285,1.9448577393867825e-29,1.0,0.36189950061639375,0.037759780288714094,0.037444346050837476,0.9916462904321799,0.037759780288714094,1.0,0.09957218645421846,0.0,0.0
72,72,72,0,y_Q,fixed_target_rich,minimal_step,0.8637598156929016,-1.9280597567558289,"[-2,-1)",0.011801582405885849,,47,40,14,14,47,14,47,0.04884614945467285,1.9448577393867825e-29,1.0,0.36189950061639375,0.037759780288714094,0.03774290859856772,0.9995531835721138,0.0407804791062471,1.0799977858567111,0.03118099299727695,0.30382527827155814,0.1475918163765688
72,72,72,0,y_perp,fixed_target_rich,minimal_step,0.8637598156929016,-1.9280597567558289,"[-2,-1)",0.011801582405885849,,47,40,14,14,47,14,47,0.04884614945467285,1.9448577393867825e-29,1.0,0.36189950061639375,0.037759780288714094,0.053353132123039604,1.4129619323814275,0.05291354805086261,1.4013203373081538,0.02545531462897031,0.912794806380655,0.9890483586443571
