bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual,spectrum_batch_size,bank_batch_index,bank_batch_member,bank_batch_size
161,0.03797103676559434,0.04166035269790976,0.9114429981169956,fixed_target_rich,minimal_smooth,3.7040419578552246,-0.5630031228065491,0.2735249058351584,,47,40,1,161,0,1
162,0.30438530244047773,0.2147905281053221,1.417126281710258,fixed_target_rich,minimal_smooth,14.826883316040039,0.7889389395713806,6.150903868699682,,47,40,1,162,0,1
163,0.09245725030025712,0.05895935202311856,1.5681524156507638,fixed_target_rich,minimal_step,10.13420581817627,-0.43161314725875854,0.37015775519559585,,47,40,1,163,0,1
164,0.27346734731026756,0.26072739983734444,1.0488630941008539,fixed_target_rich,minimal_smooth,9.316925048828125,-1.009839653968811,0.09775980936975023,,47,40,1,164,0,1
165,0.022293668499787804,0.018613242724396108,1.1977315736912308,fixed_target_rich,minimal_smooth,4.403186798095703,-0.4864366054534912,0.3262596714792311,,47,40,1,165,0,1
166,0.08724014432977553,0.07367599825502999,1.1841053585428616,fixed_target_rich,minimal_step,3.3743464946746826,-1.038049340248108,0.09161164041150978,,47,40,1,166,0,1
167,0.20931377572738352,0.07993555481283135,2.6185315935754816,fixed_target_rich,minimal_step,13.651700019836426,0.8289580345153809,6.744628518111443,,47,40,1,167,0,1
168,0.06724409325508171,0.06518058903224035,1.031658262888982,fixed_target_rich,minimal_smooth,7.037450313568115,-0.5835606455802917,0.2608791401748284,,47,40,1,168,0,1
169,0.20588300194137626,0.17786442154626245,1.1575277402390798,fixed_target_rich,minimal_smooth,8.044732093811035,-0.9573615193367004,0.11031599352243242,,47,40,1,169,0,1
170,0.38957793187562106,0.35183966017386703,1.1072598571835395,fixed_target_rich,minimal_step,11.391273498535156,-0.3481810688972473,0.4485583350655273,,47,40,1,170,0,1
171,0.026103982701394596,0.02464483603057525,1.059206994479861,fixed_target_rich,minimal_step,1.1328511238098145,-1.895939588546753,0.012707508575509304,,47,40,1,171,0,1
172,0.00865002465059846,0.0080312734349307,1.077042728115395,fixed_target_rich,minimal_smooth,0.9629486203193665,-1.3472610116004944,0.0449509617776211,,47,40,1,172,0,1
173,0.12341650356447778,0.029635219611119357,4.164521308901351,fixed_target_rich,minimal_step,0.5201348066329956,-1.602750539779663,0.024960280422085836,,47,40,1,173,0,1
174,0.11155803810747329,0.10939807510583463,1.0197440677045648,fixed_target_rich,minimal_smooth,6.688103199005127,-1.4335825443267822,0.036848299935114986,,47,40,1,174,0,1
175,0.06788911440507511,0.0691399937989389,0.9819080198719518,fixed_target_rich,minimal_smooth,2.4781346321105957,-1.5932746529579163,0.025510874545806844,,47,40,1,175,0,1
176,0.11859270390436934,0.12970494251368234,0.9143267913006415,fixed_target_rich,minimal_smooth,7.100110054016113,-1.5613638758659363,0.02745592780092628,,47,40,1,176,0,1
177,0.22395180887223978,0.2180277014030417,1.0271713522230228,fixed_target_rich,minimal_step,3.779930591583252,-0.8977848291397095,0.12653631153551398,,47,40,1,177,0,1
178,0.13468092932788517,0.12793697170152138,1.052713125351267,fixed_target_rich,minimal_smooth,12.473374366760254,0.09404098987579346,1.2417695035916114,,47,40,1,178,0,1
179,0.06150588437084514,0.049107486909126696,1.2524746885268565,fixed_target_rich,minimal_step,1.9383141994476318,-0.841366708278656,0.14408981764174092,,47,40,1,179,0,1
180,0.01619374948430268,0.0171096844417833,0.9464668702338058,fixed_target_rich,minimal_step,0.5267951488494873,-1.6513949036598206,0.022315421603229413,,47,40,1,180,0,1
181,0.22423015857479198,0.17964130669428924,1.2482104628440682,fixed_target_rich,minimal_step,14.33535099029541,-0.21148031949996948,0.6144968776313027,,47,40,1,181,0,1
182,0.4021514141303252,0.3061810682633733,1.3134431087176144,fixed_target_rich,minimal_smooth,14.993961334228516,-0.42894095182418823,0.37244234135765975,,47,40,1,182,0,1
183,0.06938428624359136,0.062413209771358266,1.111692324393676,fixed_target_rich,minimal_step,3.03434157371521,-1.3665745258331299,0.04299574457109143,,47,40,1,183,0,1
184,0.060088668259285584,0.00879335426582568,6.8334183342087105,fixed_target_rich,minimal_step,0.16437451541423798,-1.8695133924484253,0.013504751822692708,,47,40,1,184,0,1
185,0.5813059165294344,0.374874352471951,1.5506686779083643,fixed_target_rich,minimal_step,15.720158576965332,-0.18387287855148315,0.6548278193280012,,47,40,1,185,0,1
186,0.16303960259359193,0.1474518380224714,1.1057142778291105,fixed_target_rich,minimal_step,9.312070846557617,-0.004684150218963623,0.9892723021497871,,47,40,1,186,0,1
187,0.3307228584691901,0.3191153891218853,1.036373894030135,fixed_target_rich,minimal_smooth,12.901314735412598,-1.1465221643447876,0.07136377834819213,,47,40,1,187,0,1
188,0.3738508112273066,0.20369050056653276,1.8353865800687807,fixed_target_rich,minimal_smooth,15.982714653015137,0.2206205129623413,1.6619597932535897,,47,40,1,188,0,1
189,0.0368786939712311,0.03375845127045586,1.092428490743767,fixed_target_rich,minimal_step,2.268151044845581,-1.0232648253440857,0.09478403102416899,,47,40,1,189,0,1
190,0.09951904158356265,0.10148227060764978,0.9806544629684395,fixed_target_rich,minimal_smooth,7.15986967086792,-1.4753541946411133,0.03346923650084292,,47,40,1,190,0,1
191,0.24339047159622212,0.21226798448805653,1.1466188468469523,fixed_target_rich,minimal_smooth,8.75173282623291,-1.1529033184051514,0.07032288535785865,,47,40,1,191,0,1
192,0.11234497265878847,0.1012524888574851,1.1095527026196488,fixed_target_rich,minimal_step,4.0791730880737305,0.31006288528442383,2.0420336071126504,,47,40,1,192,0,1
193,0.09212048431475169,0.10262602941695331,0.8976327432534755,fixed_target_rich,minimal_smooth,14.482525825500488,0.9532725214958191,8.979921113228738,,47,40,1,193,0,1
194,0.17090755534216442,0.1660742300800997,1.0291034030971185,fixed_target_rich,minimal_smooth,14.252798080444336,0.06995832920074463,1.174784828267986,,47,40,1,194,0,1
195,0.08955342693889508,0.078137057174371,1.1461069840274027,fixed_target_rich,minimal_smooth,3.933699131011963,-1.0645644068717957,0.08618577537379873,,47,40,1,195,0,1
196,0.3769510063991959,0.3794503270745482,0.9934133126340374,fixed_target_rich,minimal_smooth,12.297357559204102,-1.0896425247192383,0.0813499846416239,,47,40,1,196,0,1
197,0.058207771378729914,0.04523140431022653,1.2868884410376247,fixed_target_rich,minimal_smooth,7.035184383392334,-0.39343082904815674,0.40417474310802487,,47,40,1,197,0,1
198,0.33018311341587675,0.19857473575038262,1.662764964375588,fixed_target_rich,minimal_step,9.787209510803223,0.5823927521705627,3.8228983657545905,,47,40,1,198,0,1
199,0.21258200418395087,0.1373699490877898,1.5475146172478733,fixed_target_rich,minimal_smooth,13.734716415405273,0.4225237965583801,2.6455976525737306,,47,40,1,199,0,1
