bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual
120,0.07612581703358678,0.07020307673584991,1.084365822313203,train_distribution,minimal_step,3.9800047874450684,0.5669834613800049,3.689635475878075,8,32,8
121,0.059844583595553336,0.026194952661981193,2.284584529233012,train_distribution,minimal_step,12.673263549804688,0.4567577838897705,2.862580996766265,12,152,8
122,0.1630422940727545,0.09562939184113671,1.704939150335775,train_distribution,minimal_smooth,8.457616806030273,0.26947879791259766,1.8598537636700645,4,34,8
123,0.4351359701275612,0.13988928356835914,3.1105740127328985,train_distribution,minimal_step,15.182083129882812,1.3202016353607178,20.902663798607257,4,61,8
124,0.06827352165963858,0.07237679363598007,0.943306800837587,train_distribution,minimal_step,0.6674478054046631,-1.5527904033660889,0.028003324734589774,12,8,8
125,0.10995799408801583,0.09247837811296167,1.189013003166026,train_distribution,minimal_step,5.332880973815918,-0.3000507354736328,0.5011286869786009,8,43,8
126,0.16834693219742158,0.2044454707078937,0.8234319479640184,train_distribution,minimal_step,2.609626054763794,-0.12198734283447266,0.7551142345455208,8,21,8
127,1.0498691903560768,0.08050913468142777,13.040373549043567,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,26.030729293724775,4,61,8
128,0.10178192441121103,0.049338348754058584,2.0629373901135764,train_distribution,minimal_step,0.5123280882835388,-1.5624496936798096,0.02738736856332937,12,6,8
129,0.39773589980880775,0.40920494133859847,0.9719723777228276,train_distribution,minimal_step,4.540057182312012,-0.7140576839447021,0.19317117257926564,4,18,8
130,0.12305377241002051,0.10372494676531456,1.1863469324157752,train_distribution,minimal_smooth,4.070416450500488,-1.872262954711914,0.013419521957972686,4,16,8
131,0.06552947395186948,0.025208796310074503,2.5994685801670396,train_distribution,minimal_smooth,13.096136093139648,1.097142219543457,12.506685228390372,8,105,8
132,0.04406213936406056,0.03091034613863269,1.425481913610484,train_distribution,minimal_smooth,9.626169204711914,0.7249691486358643,5.3084673265911295,8,77,8
133,0.05103580495990048,0.04267570447882394,1.1958983591055865,train_distribution,minimal_smooth,7.479628086090088,-1.1197099685668945,0.07590843390590012,12,90,8
134,0.12044673527024438,0.1234236279744811,0.9758806903257436,train_distribution,minimal_step,15.22635269165039,1.3315174579620361,21.454453576455197,4,61,8
135,0.023602255276249047,0.018297999248790095,1.2898817491103396,train_distribution,minimal_step,0.4860039949417114,-1.735243797302246,0.018397389482593746,12,6,8
136,0.23390429491721676,0.05782485407259112,4.0450477336887385,train_distribution,minimal_step,6.606871604919434,1.6636435985565186,46.09391520568978,12,79,8
137,1.257680846952212,0.025155113948785217,49.99702444253677,train_distribution,minimal_step,14.551473617553711,1.8415133953094482,69.42460145967814,4,58,8
138,0.5583121929482486,0.3297645663526214,1.6930630210622397,train_distribution,minimal_step,7.181572437286377,-1.0571341514587402,0.08767299616799688,4,29,8
139,0.1243439238483377,0.13592340910463704,0.9148087490405337,train_distribution,minimal_step,4.167226791381836,0.660651683807373,4.577745915534537,12,50,8
140,0.3224593081028523,0.11993835732788433,2.6885419751191146,train_distribution,minimal_step,4.931669235229492,0.8884859085083008,7.735455792436138,4,20,8
141,0.1004865882213857,0.12746704947464366,0.7883338371409857,train_distribution,minimal_step,2.8855443000793457,-0.4456665515899658,0.35837148673861347,8,23,8
142,0.07380834422728733,0.05052561343310914,1.460810452603454,train_distribution,minimal_smooth,12.671249389648438,0.33565282821655273,2.1659719506850634,4,51,8
143,0.1214795586300852,0.009212946715558005,13.18574419028619,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,87.15041714814444,8,72,8
144,0.06672470312569345,0.01423464487367946,4.687486320720978,train_distribution,minimal_smooth,15.786026954650879,1.3572113513946533,22.762048867879805,8,126,8
145,0.028045512322882993,0.017509357755700505,1.6017442052523168,train_distribution,minimal_smooth,8.08061408996582,-1.456587553024292,0.03494720495294316,12,97,8
146,0.05604387601810201,0.05440290709133554,1.0301632580775784,train_distribution,minimal_smooth,9.784296989440918,-0.5113322734832764,0.3080829942397995,8,78,8
147,0.05460628106170884,0.01182621337866008,4.61739352346235,train_distribution,minimal_smooth,14.57767105102539,0.8737924098968506,7.47811965527552,8,117,8
148,0.021831137062694267,0.021421625419742747,1.0191167399731536,train_distribution,minimal_step,15.925064086914062,-0.26030635833740234,0.5491533555520699,8,127,8
149,0.06603593807626518,0.05762231337823247,1.146013309858036,train_distribution,minimal_step,10.445389747619629,0.6761648654937744,4.744220496741209,8,84,8
150,0.008004009474416485,0.00571856120303456,1.3996544218446327,train_distribution,minimal_smooth,9.190970420837402,0.5701601505279541,3.716722617739084,12,110,8
151,0.03074304291667307,0.02184012852674944,1.4076402013394511,train_distribution,minimal_smooth,7.90708065032959,0.16100382804870605,1.4487846236670927,12,95,8
152,0.020125043818463695,0.015965225031270375,1.2605549736408768,train_distribution,minimal_smooth,14.279194831848145,0.6350812911987305,4.315998560863356,12,171,8
153,0.009202296812126096,0.017544755742971485,0.5245041280105927,train_distribution,minimal_smooth,8.978495597839355,-1.0133113861083984,0.09698143677812925,12,108,8
154,0.109085910988304,0.09978904718227692,1.093165172617043,train_distribution,minimal_step,4.005692481994629,-0.7280333042144775,0.18705386911324912,8,32,8
155,0.038290558636976675,0.006728014422966154,5.6912123294907655,train_distribution,minimal_step,0.25823840498924255,-1.8921842575073242,0.012817866454641615,12,3,8
156,0.08957149341538395,0.04828261278707198,1.8551500891303747,train_distribution,minimal_smooth,13.834806442260742,0.04533672332763672,1.1100351298083282,12,166,8
157,0.025358271113963715,0.054050613971549144,0.4691578735314951,train_distribution,minimal_step,15.673505783081055,0.8542177677154541,7.148546848743065,4,63,8
158,0.06781011163821488,0.07748431866365482,0.8751462593685065,train_distribution,minimal_step,12.555280685424805,-0.27019834518432617,0.5367865863684796,8,100,8
