selection_rank,bank_index,name,replicate,state_idx,basis_layer,sampling_mode,profile,tau_actual,log10_lambda1,gamma,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,krr_mse,base_mse,mse,mse_ratio,mse_repair_factor,point_err,point_drift,E_F_T,E_F_TQ,damage_vs_base
7,127,keep_random_A,keep_random_A_01,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,32525814497921.93,404001541273864.1,3.227802920732862e-14,390576.75913754455,401335.7636313818,,,
7,127,keep_random_A,keep_random_A_02,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,34477430259272.266,428242464606015.5,3.045091187078039e-14,402123.77609068947,413200.878727409,,,
7,127,keep_random_A,keep_random_A_03,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,2891224131560.3677,35911752660128.01,3.6312272677022516e-13,116448.31068031582,119656.04146804378,,,
7,127,keep_random_A,keep_random_A_04,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,129894685504149.25,1613415496491654.2,8.082464546423193e-15,780527.1208983575,802027.8865613865,,,
8,253,base,base,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,0.26666987666661157,11.62379555589736,1.0,0.020633993205134097,0.0,0.03264211500515643,0.030106499543681803,0.0
8,253,keep_Q,keep_Q,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,14282514437.927837,622556360417.7856,1.8671073488184834e-11,4527.767490446795,4498.331046256097,1192342.7884850833,1192342.7894370954,1192342.7902928952
8,253,remove_Q,remove_Q,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,440726589748464.1,1.9210702908482692e+16,6.050687271190242e-16,795364.9514995427,790195.4358415845,231808439.76866776,231808439.7676879,231808439.76316363
8,253,zero_context,zero_context,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,607.3593787899785,26474.010999141316,0.0004390643924819091,0.9349813766407984,0.9362921617495872,,,
8,253,keep_response_svd,keep_response_svd,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,0.3204149049788896,13.966471935610304,0.8322642689926707,0.022426526667113443,0.010800664748515234,,,
8,253,keep_krr_oracle,keep_krr_oracle,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,427888266221598.7,1.8651096964901308e+16,6.232231582824151e-16,783694.8862370586,778601.2207283913,,,
8,253,keep_random_A,keep_random_A_00,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,230544067982.12466,10049118206925.857,1.1566980621131745e-12,18191.093317420797,18072.85211669722,,,
8,253,keep_random_A,keep_random_A_01,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,4.730581249424098e+16,2.0619992775791424e+18,5.637148219345689e-18,8240225.131042945,8186667.431599497,,,
8,253,keep_random_A,keep_random_A_02,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,3.000204325145856e+16,1.3077503217588134e+18,8.888390514990918e-18,6562317.523584396,6519665.470785118,,,
8,253,keep_random_A,keep_random_A_03,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,9613998957243500.0,4.190617993697098e+17,2.7737664405059437e-17,3714786.508130431,3690642.0880688676,,,
8,253,keep_random_A,keep_random_A_04,1,8,train_distribution,minimal_step,15.925694465637207,1.7469875812530518,8,127,8,8,32,36,,32,1.7491700485538384,1.7491700485538384,0.0,0.02294172117740973,0.26666987666661157,1.526889803351269e+16,6.655515475686139e+17,1.7464906510038613e-17,4681506.94182184,4651079.297060522,,,
