exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,9.0,15.0,16.0,1.3640205751839414,2.1179605082459925,11.254105296924767,0.8446600414327389,0.9776782470133898,0.4173658483510207,0.3941319050359325,"[2.4274428228081053, 0.5031338223885872, 0.49087723338355127, 0.3472989780490633, 0.2738862493339303, 0.24291090633411433, 0.22061997736379377, 0.19829627481178227]",0.08518587732104198,0.05456253934983334,0.05634406732349605,0.6354173706537403,"[0, 1, 2, 3, 5, 6, 7, 8, 9]","[0.07414071656729856, 0.07840302987319014, 0.08518587732104198, 0.05647953896355556, 0.0446044666479821, 0.08071059547086644, 0.05634406732349605, 0.061755462354210776, 0.07512276789423664, 0.06727531488584412, 0.028641578404272523, 0.027353933093241363, 0.04481486871635818, 0.028163118338019787, 0.03971887985455432, 0.02428641388916499]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,6.0,6.0,4.246598880639047,4.814186853572459,2.8260868248771254,0.9999999999998748,0.9999999999998748,1.5317023039332403e-12,1.5317023039332403e-12,"[0.14393773234746135, 0.12211743149269956, 0.1133994799414085, 0.08253318455621639, 0.061381157730348725, 0.04621808724942206, 1.8036944603318563e-12, 2.325074875241926e-13]",0.014085253034700337,0.010327666296151424,0.0,0.0,[],"[0.011221550236174799, 0.014085253034700337, 0.012319751202988564, 0.008690508010198827, 0.00811224258354667, 0.0075366927092993495]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,16.0,0.0,16.0,1.6645955830757406e-35,2.862503005717031,2.027979319806417e-12,0.0,0.0,0.0,0.0,"[1.839321346123005e-12, 2.7562520444299337e-13, 2.1040723989580354e-13, 1.9556884843216943e-13, 1.8562924889169098e-13, 1.8363856803585192e-13, 1.7533208371553226e-13, 1.630721916079763e-13]",115.78532234630859,13.867596646273919,0.05716219393623165,221.8815463403827,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[51.7410243288353, 115.78532234630859, 0.2457138737034007, 0.23307983428941315, 11.144485939880532, 0.05716219393623165, 3.152527343133813, 0.0658443144938089, 1.4770504124856272, 0.27849314030895567, 33.00432144002418, 0.2596424996842353, 3.2002645749646614, 0.07487508464634997, 0.15143321140820665, 1.0103058022794178]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,14.0,0.0,16.0,1.7364823984482376e-35,2.8692844372335826,2.0483333537395243e-12,0.0,0.0,0.0,0.0,"[1.860899897810971e-12, 2.5084833825950017e-13, 2.0159112595418845e-13, 1.9058642040676913e-13, 1.8608127676600953e-13, 1.7715373284614116e-13, 1.7038820535153894e-13, 1.673251831252921e-13]",126.41285679655252,11.832094769557237,0.07935104030703638,189.2359533337525,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]","[126.41285679655252, 56.17976605443765, 0.12821547735691063, 0.2874646412065769, 0.04529903937461318, 0.48776780497190875, 2.0664111767297344, 2.379875529721047, 0.38708237818948643, 0.07935104030703638, 0.15444169430352767, 0.03226393978868631, 0.12326246055998069, 0.22950456974321715, 0.1761351975915784, 0.14381851208133747]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,13.0,0.0,16.0,1.7276178500059057e-35,2.9948598086762597,1.9919011853634013e-12,0.0,0.0,0.0,0.0,"[1.8484168704423804e-12, 2.5467082789100693e-13, 2.176599967594613e-13, 2.077273868099794e-13, 1.8821027431914604e-13, 1.8336867970087724e-13, 1.8107257292231648e-13, 1.680391114901855e-13]",1.1932907477519514,0.2296644275338053,0.0538040667659039,3.6039088569205036,"[0, 1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15]","[0.38570674785457537, 1.1932907477519514, 0.172007742798694, 0.1865064802996578, 0.017478094165254133, 0.02466383319652671, 0.23995357532481595, 0.11380149806919256, 0.028580056258600297, 0.45735915765448226, 0.0697908942851667, 0.0538040667659039, 0.10070930399247499, 0.08571101403882068, 0.3961363790069805, 0.14913124907778805]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,15.0,0.0,16.0,1.7992406189616554e-35,2.9312809891047547,2.0266204505039355e-12,0.0,0.0,0.0,0.0,"[1.8727313458177407e-12, 2.4446097742582534e-13, 2.225681705169297e-13, 1.8941226765116027e-13, 1.8667273224122454e-13, 1.848717144828417e-13, 1.747538561945384e-13, 1.70096241701725e-13]",1.69426917494297,0.294632099429746,0.07248801478052107,4.694429525827228,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.17216495959959627, 1.69426917494297, 0.3799131836594984, 0.24497467172774262, 0.2793303266746403, 0.01968406504870685, 0.17849983149522547, 0.2835210424997422, 0.1367049630708606, 0.280369571819253, 0.10654835072864413, 0.24618393962290663, 0.10409196696037289, 0.2507286426016139, 0.07248801478052107, 0.26464088564364086]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,5.0,5.0,4.108031837365767,4.513576830615842,4.257474128019915,0.9999999999999449,0.9999999999999449,4.4942598050732054e-13,4.4942598050732054e-13,"[1.7978423406975534, 1.3272843657332298, 1.2799152714309707, 1.1483034345104253, 0.8887446077753252, 1.5234705307896555e-12, 2.2024703866192113e-13, 1.8916884541529113e-13]",0.0027047701025283105,0.0018671100204509436,0.0,0.0,[],"[0.001174700578809671, 0.0024697776829451196, 0.0009038314282470816, 0.002082470309724535, 0.0027047701025283105]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,15.0,16.0,11.588377118677837,16.59159049956818,13.713065323374177,0.6296552030955959,0.9710798173145444,0.6233414316462255,0.6085596083412034,"[6.802673261153568, 5.245279104001248, 4.300291840541355, 4.199294121600175, 3.9025004342971057, 3.636135265301339, 3.529435059094252, 3.2497067215532844]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,11.0,1.0,16.0,1.1154182390911123,1.3269302743747946,346.9845509891667,0.998787471056104,0.9589422576458376,0.20547624582195126,0.034821386300604995,"[284.2700307153787, 50.17922014380196, 29.44832538068923, 22.60531482508281, 17.84195763891357, 16.18925406444428, 6.147679084569119, 4.648463588822028]",0.6443760098231925,0.13967164671495919,0.05062703129898712,2.0654358724933872,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 12, 13]","[0.6443760098231925, 0.22613713231422886, 0.2542413653480566, 0.19683940192763344, 0.225419064574515, 0.15594675627577007, 0.12007615476105454, 0.03822600367014515, 0.03888933028238207, 0.06178112602086058, 0.0744402017628587, 0.038486560593662344, 0.05555162838623049, 0.05062703129898712, 0.028242194705250544, 0.025466385694518794]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,4.0,14.0,16.0,3.036655703932524,4.209345732107183,14.79877967282467,0.760048015110507,0.9579923983933675,0.521420923161085,0.48984894088840136,"[5.664684832411534, 4.065805631446115, 2.7615009536567303, 1.7983899237071717, 1.5001713837131434, 1.2543520555244905, 0.645758045491654, 0.5703445629387714]",0.08945357704827694,0.04701799560909605,0.06111303722869911,0.30665463334650933,"[0, 2, 6, 7]","[0.08470657804216898, 0.041971435172774345, 0.06111303722869911, 0.030861832851118, 0.036591354501183705, 0.03526179597306387, 0.08945357704827694, 0.07138144102736427, 0.0292599429094818, 0.04878381224499341, 0.04327414425207916, 0.028777491442944222, 0.04086987438051846, 0.039878140095471866, 0.03142216101643615, 0.038681311558962525]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,15.0,16.0,2.2723230959601923,3.314640129898312,7.748471679311045,0.8863162694381784,0.964981353342517,0.3804225635106609,0.33717018041606944,"[2.8990354074657136, 1.7323285026570254, 1.0213527203150625, 0.6919750896467112, 0.422357616240033, 0.3050956835519331, 0.2856886068869123, 0.2555933541529522]",0.029024697823605564,0.01861267693631795,0.0,0.0,[],"[0.029024697823605564, 0.027435054463572497, 0.016702118789100086, 0.022987559958706435, 0.011574570431585315, 0.024510855110430538, 0.02126891737922458, 0.016320497736243892, 0.016625507291617738, 0.01955699197930843, 0.01495914058136171, 0.022946591692903653, 0.00928778977903524, 0.021944521588069147, 0.011440929755535227, 0.011217086620787084]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,0.0,6.0,6.0,3.2909299158316374,3.993974596778452,3.316498462114989,0.9999999999999091,0.9999999999999091,9.909578160490455e-13,9.909578160490455e-13,"[0.6335687131452935, 0.5723011734079458, 0.3244689712024744, 0.288200719735353, 0.19260884702749848, 0.13930104010914168, 1.6545554181447467e-12, 2.070891534394556e-13]",0.015689330123553013,0.010025741318080884,0.0,0.0,[],"[0.015689330123553013, 0.008149564977692592, 0.009720202831372208, 0.00812751660440198, 0.006562899695363399, 0.011904933676102108]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,0.0,3.0,3.0,2.211158239920086,2.4767735775978044,2.723181471165095,0.9999999999998651,0.9999999999998651,8.023504663724693e-13,8.023504663724693e-13,"[0.5955596307782687, 0.43523332955708344, 0.24607232363035675, 1.5192572345933186e-12, 2.0058179591827926e-13, 1.9402427067435368e-13, 1.7489672245113987e-13, 1.651509660605848e-13]",0.008410561816158022,0.0070614933172894225,0.0,0.0,[],"[0.006823652806526399, 0.008410561816158022, 0.005950265329183847]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,0.0,10.0,10.0,5.660116209037931,6.953403836929268,4.88720503366878,0.9999999999999583,0.9999999999999583,5.016429368564188e-13,5.016429368564188e-13,"[0.7665942644537439, 0.6949228593090999, 0.5474038659250482, 0.44754406120532064, 0.4391960105229241, 0.33931040554807845, 0.31587207042153176, 0.22552523698253865]",0.008666022377608048,0.0057954360592412015,0.0,0.0,[],"[0.006203939231488402, 0.005475242967047379, 0.005024782038214116, 0.004091924325062131, 0.008666022377608048, 0.005537500439439727, 0.007081255063839159, 0.005902736249797616, 0.004071419175604994, 0.005899538724310431]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,0.0,16.0,16.0,5.87493472991964,8.697830258222329,7.689837699950384,0.8719296970226248,0.9999999999999806,0.35786911431046736,0.35786911431046736,"[2.4019226440929136, 1.725799935271776, 1.467703902999795, 1.3326148675042513, 1.116323091810429, 0.8550988751680824, 0.802870092001072, 0.7592387829704567]",0.008358163621523576,0.005256321694960856,0.0,0.0,[],"[0.008358163621523576, 0.007196430208206852, 0.005706448320962251, 0.006249457105995375, 0.0038301098626023064, 0.003947087689785943, 0.0049101630028079045, 0.00815991627510287, 0.003703633527789932, 0.0051329903365945895, 0.0051360443305215634, 0.006305219507941249, 0.002940258560188393, 0.004821051330742518, 0.0037549154956402642, 0.003949257942968113]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,15.0,16.0,9.79795770072705,13.795600492850326,11.415164257765369,0.7011929163450803,0.9714375886176481,0.5646546238099391,0.5466324941447517,"[4.298412416856792, 3.2145667202790484, 2.73259885061521, 2.53926434409909, 2.3245862955136074, 2.231654043938313, 2.1557936942276377, 1.9837229451230354]",0.005651198172148609,0.003363758143227523,0.0,0.0,[],"[0.0022022177294087125, 0.004048344104542425, 0.0036365049410615772, 0.00491220657881447, 0.005392398057455682, 0.005651198172148609, 0.0019112058756066447, 0.0026929653218020076, 0.003439454086296634, 0.0029293987665932656, 0.0033541665619535683, 0.0035973382111370847, 0.0020578478195348547, 0.0024743289962743976, 0.0033691427929131734, 0.00215141227609726]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,8,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,15.0,16.0,12.402992741767102,17.126220650061587,15.186687891357533,0.6659657940397187,0.977358187227541,0.5908577483470807,0.5779569239660314,"[5.979431479857942, 5.154085691397946, 4.479999012265069, 4.196899770247086, 3.7674170427711804, 3.5904942918755505, 3.339771623298077, 3.0824165601935913]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,13.0,2.0,16.0,1.1240605003802953,1.3465814429906584,236.0294017130037,0.9979791080970999,0.9605146297994814,0.203534926827062,0.04495433130300139,"[304.2946082631675, 53.05049523166267, 39.34531195364463, 25.53865361610582, 17.403170552653545, 13.454679239082823, 7.098104518823564, 5.3497982348162685]",0.583886297277491,0.14458196015949085,0.05331527407481437,2.197954431384343,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 15]","[0.583886297277491, 0.3091114828057115, 0.23893734696378124, 0.20943512537945677, 0.2152999364186316, 0.16124389727261726, 0.08546913261568613, 0.06202668943252709, 0.04545325451163136, 0.09223216829469781, 0.07492453270836039, 0.05331527407481437, 0.055017814562811684, 0.025266214174279572, 0.04463746248159985, 0.05705473357775601]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,4.0,15.0,16.0,2.5041885301313114,3.3476774568774785,11.256781762029284,0.7251941551802898,0.9509984542771425,0.5570830094094692,0.5242192716981151,"[4.369500735150776, 2.890312692033776, 1.7897915611938464, 1.4448469087493583, 0.5032625047847319, 0.3354977556939413, 0.3191753529785095, 0.26099112223355775]",0.07388416322449332,0.04055368935511142,0.06094379106192198,0.26264037394199646,"[0, 1, 4, 10]","[0.06094379106192198, 0.06665132966246493, 0.023717595258940214, 0.027702326991086407, 0.07388416322449332, 0.03273918745860658, 0.030167809755944804, 0.0423923032230964, 0.04175852466480363, 0.048124223294111354, 0.061161089993116285, 0.0225861543382496, 0.03789050764029578, 0.02136654826393672, 0.02832339100436304, 0.02945008384635174]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,15.0,16.0,2.4535700993966283,3.298269610967269,5.514303728172474,0.9611492693539102,0.9645019333903299,0.2701289903571739,0.19710588688838537,"[1.367678021052121, 1.17146933050774, 0.33105793762508295, 0.2668595756157025, 0.23483711152656586, 0.19103376111066014, 0.1600028716465675, 0.1554101193315341]",0.02245343890609,0.013255973699243376,0.0,0.0,[],"[0.012358295401354413, 0.013828113757308304, 0.02245343890609, 0.01448961777664354, 0.013636444397012264, 0.016191596786074153, 0.016119481312626555, 0.01562445984281877, 0.010847785976510644, 0.017593101821559213, 0.011970351187069711, 0.008460486306087289, 0.01231037758591867, 0.013031716801940561, 0.009319311666878844, 0.0038609996620011006]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,15.0,0.0,16.0,9.318168091433585e-36,4.064118868986293,1.3288005162096024e-12,0.0,0.0,0.0,0.0,"[1.522442004712771e-12, 2.37730524077363e-13, 2.2331232314616818e-13, 1.9598555173782704e-13, 1.8977026075890664e-13, 1.811517956066831e-13, 1.7486492917912412e-13, 1.723389508622951e-13]",16.28147740491632,1.1967314310712744,0.06869620366113598,19.104152546952243,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16.28147740491632, 0.2687070693871625, 0.07420212559437674, 0.11856693455776665, 0.34700456942816954, 0.04355035018814526, 0.1640461258509591, 0.16575399953059503, 0.34795735174193565, 0.218581419707339, 0.20015159537627486, 0.1281892312541013, 0.3797323044543181, 0.083862011020261, 0.06869620366113598, 0.2572242004715308]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,13.0,0.0,16.0,5.568134245761384e-36,5.309383552530292,1.2742476224106668e-12,0.0,0.0,0.0,0.0,"[1.2857086373111235e-12, 2.4061952222192756e-13, 2.123189643405153e-13, 2.0512352947672738e-13, 1.973112042621079e-13, 1.7978553184202093e-13, 1.7433203583291806e-13, 1.6516513845001465e-13]",14.437282621735676,1.5059994624380602,0.056927850961816524,23.98875329638137,"[0, 1, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]","[0.2049886781231901, 14.437282621735676, 0.0384333217677848, 0.15653024305822122, 0.044452070164951236, 1.3628210204768698, 0.26491987942216877, 0.9246583939291212, 0.09112679448045354, 0.22942498567634498, 0.12672644957852383, 0.02435271069485551, 0.056927850961816524, 0.07048806490357847, 5.496469553732477, 0.566388760302928]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,14.0,0.0,16.0,8.159619849041919e-36,4.646876313194229,1.3785189597251742e-12,0.0,0.0,0.0,0.0,"[1.4467566295283811e-12, 2.3433130413616834e-13, 2.1432043376879822e-13, 1.9783198167964774e-13, 1.8901972610745626e-13, 1.887033845215255e-13, 1.7741547102804114e-13, 1.7401757987792917e-13]",1.5138488968563413,0.38387178882034767,0.0846193829084105,6.089487834641304,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1.5138488968563413, 0.8272782614622157, 0.2403058668950545, 0.5303198349592412, 0.03536031383010241, 0.0846193829084105, 0.5531321661115156, 0.17228388268679087, 0.317417382942317, 0.1577378582241586, 0.3102497561624558, 0.2459180940743033, 0.4608350424530207, 0.49151903426857546, 0.18402237463690124, 0.017100472654158396]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,13.0,0.0,16.0,1.2158524827963398e-35,3.87953969160498,1.5110008874585376e-12,0.0,0.0,0.0,0.0,"[1.6388081586061857e-12, 2.4233444828549666e-13, 2.3240690483964413e-13, 2.0614938374936381e-13, 1.917431913172447e-13, 1.86650214699261e-13, 1.8573730725298599e-13, 1.7687843912725483e-13]",0.7290933899707827,0.2035510375295964,0.0519933582274968,3.1537228613042334,"[0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15]","[0.7290933899707827, 0.1666068301640428, 0.10350693504999747, 0.10953320250711171, 0.042008133840030895, 0.21357582444159065, 0.40652832698524477, 0.07437489668089803, 0.32435777527974796, 0.025110993621061166, 0.03597461170821734, 0.2602668675170197, 0.20881889740777945, 0.3281475293926268, 0.17691902767989479, 0.0519933582274968]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,11.0,11.0,6.852010168052327,8.181318487449122,6.338049288399698,0.999999999999975,0.999999999999975,2.260170788023576e-13,2.260170788023576e-13,"[2.4725557075156135, 2.0947037059547333, 1.901555315294154, 1.723857569001053, 1.4484969937686933, 1.3743892243221554, 1.1621554654799755, 0.997168265215394]",0.005590200593449264,0.0026778627111306986,0.0,0.0,[],"[0.0031020920017459223, 0.001559224077608408, 0.0017094283927069293, 0.004174179292255005, 0.0032945580130501286, 0.005590200593449264, 0.0023810816875681944, 0.0015682868076667053, 0.0017396874854749278, 0.0016762871180547561, 0.002661464352857444]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,9,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,15.0,16.0,9.672653420055694,14.901721764495324,13.369581186990946,0.5935601439062891,0.9681556002893479,0.6521820471069132,0.6375263571756898,"[7.321897393145345, 4.959013224140437, 4.779625295509116, 4.166105946620694, 3.9659879325467955, 3.4268388749527205, 3.274542882251464, 2.891629254352603]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,16.0,1.0,16.0,1.0775218221273417,1.2452805019573348,358.11531056490537,0.998840590348198,0.95690570032659,0.2102468677013596,0.03405010501895783,"[287.4274536029529, 35.0062419563503, 25.954416348258913, 22.762266020361082, 19.678991842466615, 13.612953526423219, 7.318517630089527, 5.739980552766978]",0.7635372606870193,0.2085894242564077,0.05362079772382176,3.3374307881025222,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.7635372606870193, 0.3024899468262141, 0.2813308735263927, 0.31448178217334627, 0.3929616235417688, 0.20629109709164928, 0.11443088730991438, 0.14790462749493316, 0.13347738702658876, 0.12381395613775165, 0.10087780241466417, 0.09722277564705312, 0.1162081508118986, 0.05362079772382176, 0.0751564486299472, 0.11362537105955992]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,12.0,14.0,16.0,1.083871937815378,1.2959918951139495,12.702395389170853,0.864373728363933,0.954471105991285,0.4183064086272816,0.3682747230479725,"[4.548946201622435, 0.5033809972938584, 0.3567167430266264, 0.3286344238915691, 0.26485292855046527, 0.25183859714019885, 0.2084257249471437, 0.18756274406329998]",0.14030295525271233,0.07301701729726481,0.06168383328718623,1.022517997722023,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0.11825787636487511, 0.07608952966504737, 0.062963156631087, 0.14030295525271233, 0.08416067508517622, 0.06957147100189814, 0.10974107277237863, 0.06168383328718623, 0.07895724925542233, 0.0834421743037675, 0.06389893335038348, 0.07344907075208851, 0.042756377269589196, 0.03896734539809156, 0.02910378343189504, 0.034926772934638244]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,3.0,3.0,2.6570381373243896,2.805819048664182,1.990931179788501,0.9999999999997476,0.9999999999997476,2.719039019701863e-12,2.719039019701863e-12,"[0.09948240103397363, 0.0830815490338587, 0.061982959677822025, 1.6534153878889474e-12, 2.195093695950491e-13, 1.9347195498158424e-13, 1.6986772860473544e-13, 1.6857775723349838e-13]",0.02142775476340446,0.016119077312592774,0.0,0.0,[],"[0.02142775476340446, 0.011906958666646565, 0.015022518507727295]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,16.0,0.0,16.0,1.2288521968910608e-35,3.0056434461849397,2.3190457630008816e-12,0.0,0.0,0.0,0.0,"[1.698394976453187e-12, 2.092066944491914e-13, 1.9831814495423302e-13, 1.7597884323816065e-13, 1.67429741813874e-13, 1.5991316112238605e-13, 1.5654269708106784e-13, 1.5456974659661684e-13]",352.4961576672341,22.234119340551274,0.06100083400582213,355.7459094488204,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[352.4961576672341, 0.5519254948514608, 0.21953472015347547, 0.11535794092793109, 0.3057952717335629, 0.46056856820826636, 0.18968619733643347, 0.07777259189310574, 0.21082922325300527, 0.29911674001380695, 0.06100083400582213, 0.19521818130666327, 0.08023216080068286, 0.13991558604728985, 0.12850137102794743, 0.21429690002683627]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,16.0,0.0,16.0,1.253215144817969e-35,3.216409842104483,2.3873844478206368e-12,0.0,0.0,0.0,0.0,"[1.6934259677155134e-12, 2.298733793580353e-13, 2.0298391946783215e-13, 1.7841094977554826e-13, 1.7434644391092856e-13, 1.7044441337590993e-13, 1.626912432246858e-13, 1.6060929229260935e-13]",66.10314817486743,4.460824060853912,0.06439753232074923,71.37318497366259,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[66.10314817486743, 0.3662283256106341, 0.18956125245388472, 0.4846530553533968, 0.3104265743998158, 0.06439753232074923, 0.7121522268602424, 0.31481998435061814, 0.4147624636916781, 0.33221527245149496, 0.1202638398359345, 0.4334738554995477, 0.4027915547223412, 0.1647802292880064, 0.5874002917613077, 0.3721103401955143]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,10,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,16.0,0.0,16.0,2.2533589807066787e-35,2.759902519188033,2.7249229555325537e-12,0.0,0.0,0.0,0.0,"[1.9961049823677017e-12, 2.44492329850674e-13, 2.128387594905562e-13, 2.0102541498521758e-13, 1.8846030161655695e-13, 1.7695639696514825e-13, 1.744612405884986e-13, 1.7249190767967844e-13]",0.5420106017063615,0.29249841528136444,0.07712065838048297,4.67997464450183,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.3442236444057725, 0.41097738686358576, 0.4044827719793595, 0.07712065838048297, 0.2638781873472243, 0.20475851353635288, 0.30461529298320256, 0.2456686636322096, 0.294929365005089, 0.26695150495006925, 0.14537369379262288, 0.32012648558738643, 0.1516645064570328, 0.49020452708380235, 0.21298884079127642, 0.5420106017063615]"
