exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,gamma,min_explainable_frac,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,r_eff_T_task,mean_s,sum_candidate_rank,mean_candidate_rank,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,2,task,0.8,0.001,0.001,8,16,16,284,8,0.1702127659574468,1.0,8,7.111111111111111,230,25.555555555555557,0.009647460787291942,1.0677925895858728e-13,0.00964746078727627,0.9999069795859726,1.0,0.4368594211363851,0.06849077540993978,0.16861103903714986,0.03730395258509887,0.9999927117735561,0.888563066596705,0.9999972596096238,0.8886507332196631,"[4, 4, 5, 19, 4, 1, 2, 12, 13]","[8, 22, 35, 26, 11, 11, 39, 39, 39]",0.008216035884746065,0.008721588182026273,0.9420343764542716,0.012494153307158725
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,3,task,0.8,0.001,0.001,8,16,16,245,8,0.1702127659574468,1.0,8,4.222222222222222,252,28.0,0.0077871459041703025,2.0346492658093893e-12,0.007787145904006016,0.9999392843272942,1.0,0.4450957532153963,0.07357440821319142,0.16304237575925432,0.03426682131046035,0.9999924005797736,0.8884724934940871,0.9999982295997296,0.8887041865403926,"[5, 3, 11, 14, 1, 1, 1, 1, 1]","[8, 20, 34, 20, 14, 39, 39, 39, 39]",0.05421276855263582,0.056986206862753935,0.951331410479773,0.014012226584939847
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,0,task,0.8,0.001,0.001,8,16,16,428,10,0.2127659574468085,1.0,10,12.222222222222221,234,26.0,0.01919078321188671,4.792453003054066e-11,0.01919078320839397,0.9996388164087601,1.0,0.4006574464598031,0.05481874917184174,0.17969473668688946,0.030549421969317425,0.9999980315792026,0.888810370479405,0.9999994323016067,0.8888069417992134,"[5, 4, 17, 9, 3, 11, 18, 22, 21]","[8, 23, 33, 11, 11, 37, 37, 37, 37]",0.06914823698658967,0.10824657244016317,0.6388030163709213,0.011452534714574069
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,1,task,0.8,0.001,0.001,8,16,16,468,10,0.2127659574468085,1.0,10,13.555555555555555,236,26.22222222222222,0.013955073628414808,2.274848026230551e-11,0.013955073632710644,0.9998048359745261,1.0,0.4506681207817386,0.061594875848402696,0.18951553368010268,0.032182663176403115,0.9999967022923315,0.8887750221852626,0.9999994174200726,0.8888000939713631,"[5, 4, 16, 8, 8, 14, 21, 26, 20]","[8, 23, 33, 12, 12, 37, 37, 37, 37]",0.028524527611234377,0.01088801161897238,2.61981054112124,0.013964527646195478
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,2,task,0.8,0.001,0.001,8,16,16,442,10,0.2127659574468085,1.0,10,12.333333333333334,240,26.666666666666668,0.010672978000127209,1.6780417733996571e-12,0.010672978000345387,0.9998854869096375,1.0,0.4941860045743767,0.06291602894067515,0.08648077399979338,0.017693706755230274,0.9999982838380435,0.8888449165063296,0.9999992974507208,0.8888432796071345,"[6, 4, 18, 8, 1, 14, 19, 23, 18]","[8, 30, 31, 12, 11, 37, 37, 37, 37]",0.010877037421962221,0.019345981603745087,0.5622375563438246,0.011180588823236476
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,3,task,0.8,0.001,0.001,8,16,16,469,10,0.2127659574468085,1.0,10,13.222222222222221,239,26.555555555555557,0.01413872941610825,1.1449143090602067e-12,0.014138729416135682,0.9997985928281737,1.0,0.5496819720404226,0.071413739435934,0.15338222760555506,0.026682920251622343,0.9999970851146415,0.8888125106931609,0.9999992571178821,0.888821414510079,"[5, 5, 16, 8, 7, 15, 21, 24, 18]","[8, 28, 32, 11, 12, 37, 37, 37, 37]",0.027345937759282193,0.017090297430100855,1.600085538073682,0.0049761943637391046
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,0,task,0.8,0.001,0.001,8,16,16,359,14,0.2978723404255319,0.9333333333333333,15,9.11111111111111,221,24.555555555555557,0.012213342587972166,0.2533668624023507,0.25210985362645244,0.9365298442516324,0.9358052330365167,0.6496332699183819,0.10695118623702655,0.2548717382097,0.05955291497578831,0.999995265090964,0.8826861682346028,0.9999971992174806,0.8868864007721814,"[5, 7, 3, 12, 3, 15, 17, 19, 1]","[8, 20, 30, 17, 17, 32, 32, 32, 33]",0.06962566758722934,0.05798202853385872,1.2008146204572903,0.010681149483050698
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,1,task,0.8,0.001,0.001,8,16,16,338,13,0.2765957446808511,0.8666666666666667,15,8.222222222222221,223,24.77777777777778,0.016330000726512972,0.2710388477013864,0.2725161412088634,0.9256418020316065,0.9265379430368516,0.6671250432540877,0.11162460713791332,0.28000646969516,0.06913912549038276,0.9999963856653943,0.8812272989691031,0.9999967449575053,0.8859134360113479,"[5, 7, 2, 15, 3, 11, 13, 17, 1]","[8, 17, 30, 24, 15, 32, 32, 32, 33]",0.025237288846464034,0.018874245257634377,1.337128372656697,0.01237583278122718
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,2,task,0.8,0.001,0.001,8,16,16,335,13,0.2765957446808511,0.8666666666666667,15,7.666666666666667,216,24.0,0.02619309182806654,0.42457498624263373,0.42303680250870423,0.8173909258082421,0.8197360810574279,0.6062991251268932,0.11620034458928179,0.16922629791474908,0.05922005329913724,0.9999958687335138,0.8857651977087996,0.9999982322918286,0.8887335341833027,"[6, 6, 8, 13, 1, 8, 10, 15, 2]","[8, 20, 29, 18, 11, 32, 32, 32, 34]",0.053841920146550565,0.023455004424836612,2.295540822390002,0.015433234955556947
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,3,task,0.8,0.001,0.001,8,16,16,310,13,0.2765957446808511,0.8666666666666667,15,6.888888888888889,223,24.77777777777778,0.014129504364480022,0.3324518618296397,0.33439115308171813,0.8886726786887256,0.8894757595662272,0.5376626126856399,0.11154480121360194,0.274988745096761,0.08155462378265428,0.9999937781274097,0.8845947890103154,0.9999959991413518,0.887384153252384,"[5, 6, 2, 13, 5, 12, 16, 1, 2]","[8, 16, 31, 20, 17, 32, 32, 33, 34]",0.01437417966211374,0.016640947760351285,0.8637837140719625,0.014843470782083468
